seller_id,seller_state,seller_city,orders,avg_delivery_risk_score,late_delivery_rate,total_revenue,total_freight
ed4311e67debd72b8610a5347a743087,SP,guarulhos,25,10.22,0.08,3636.0,706.81
4830e40640734fc1c52cd21127c341d4,SP,sao paulo,201,10.21,0.0697,9585.9,3043.95
897060da8b9a21f655304d50fd935913,SP,ribeirao preto,299,10.21,0.1204,20683.61,6127.56
85cc55e048b6bcc90c75afe7f0e72f72,RJ,barra mansa,9,10.18,0.2222,308.28,193.48
d97df38225e5abadaff1e72cb72b823c,SP,sao caetano do sul,28,10.17,0.1786,1895.98,514.83
eb4df17aed01d918c65f0f8d650900c0,SP,paulinia,11,10.17,0.2727,3739.87,185.59
15cd6eefe58588619aaed41dfa6621b1,MG,ouro preto,15,10.17,0.0667,1551.84,546.71
edf96ef93ed595084bbcbd9224bd2894,SP,sao paulo,25,10.16,0.12,3757.0,608.78
634964b17796e64304cadf1ad3050fb7,RJ,rio de janeiro,261,10.16,0.1034,39391.88,5878.29
624f4ece8da4aafb77699233d480f8ef,SP,sao paulo,48,10.15,0.0833,8449.9,1573.04
d13e50eaa47b4cbe9eb81465865d8cfc,SP,santo andre,66,10.14,0.2121,7073.05,834.5
54c04bdb5ec46762f8f08c7e8f86ed4a,SC,florianopolis,17,10.14,0.1176,3165.11,447.5
406822777a0b9eb5c50e442dd4cd3ec5,SP,tatui,44,10.13,0.1364,3548.09,901.12
bd4889b5e9133b35b66e42a8665cea5c,SP,sao paulo,36,10.12,0.0,6271.9,984.64
a673821011d0cec28146ea42f5ab767f,SP,sao paulo,120,10.11,0.1167,13316.95,2549.66
39d54ff918774174706fb065d7f9dc07,SP,sao paulo,21,10.1,0.1429,1428.69,334.87
7e93a43ef30c4f03f38b393420bc753a,SP,barueri,318,10.09,0.0566,166145.88,6006.94
09f952a5f58d2285b0372551ae8f9b01,SP,sao bernardo do campo,48,10.08,0.0625,12206.39,1639.79
b18dc380845b24038cfc48006478f099,SP,diadema,43,10.07,0.1628,7753.96,796.87
54583ab379489add547fe47b628db589,SP,sao bernardo do campo,10,10.06,0.0,2240.0,151.08
f3da5b2ff499efb8d4a6d371d175d7dd,SP,sao paulo,76,10.04,0.1447,3569.99,1105.29
ea8482cd71df3c1969d7b9473ff13abc,SP,sao paulo,1127,10.01,0.1047,37170.24,17415.26
d71d863e5ef30d94e440c11be17dcd8f,SP,osasco,22,10.0,0.1364,9217.9,661.87
c66dccfb3f109511246da627dd5a2498,SP,registro,42,9.96,0.0476,11515.65,892.79
c7fdb77fdbff3c41981bc52f787e959e,SP,santo andre,8,9.94,0.25,602.48,153.91
b14db04aa7881970e83ffa9426897925,SP,sorocaba,75,9.94,0.12,5394.9,2051.52
1900267e848ceeba8fa32d80c1a5f5a8,SP,ibitinga,382,9.93,0.1099,25208.25,8314.42
13d058e4eeac2ce8217660b2f8a05812,SP,osasco,22,9.9,0.1364,3739.78,907.59
157c3e4b42f81ac4a44e8b1ca2fe9876,SP,sao paulo,21,9.9,0.0952,3022.0,776.84
7b1222c3624aa89b9558b50a2594188c,SP,sao jose do rio preto,22,9.9,0.1364,10103.52,457.57
9d5604a1f112324ad6b2aa552122e0fb,SP,florianopolis,13,9.9,0.0,421.5,340.48
bba3293d6f5d5af2f415e004e8b93ae3,SP,sao paulo,17,9.9,0.0588,11702.1,326.69
ad97a199236354e53fcd91a5a913e9a2,SC,brusque,16,9.89,0.125,12446.85,837.17
1a932caad4f9d804097d7f8e615baed1,SP,sao paulo,20,9.88,0.2,4661.0,1040.45
562f8cfc51f265411f487d07e9c40e7f,MG,belo horizonte,13,9.86,0.1538,766.92,199.33
a420f60ff1aa9acc80d0e42959f2b313,SP,sao paulo,67,9.86,0.0896,7538.2,1116.71
05f51e13da97139648b8125c31e5f51b,MG,belo horizonte,57,9.86,0.1579,13100.31,1888.65
503c1de08ae81a2d86f17951b204db55,SP,sao paulo,22,9.86,0.0909,4906.99,414.91
cbd996ad3c1b7dc71fd0e5f5df9087e2,SP,sao jose do rio preto,159,9.84,0.0881,8160.53,2768.52
43f8c9950d11ecd03a0304a49e010da6,SP,carapicuiba,41,9.82,0.0732,4249.59,557.63
caa9bc43a9fe8cf9c564ddd8a03cc4a6,SP,jacarei,13,9.82,0.0769,803.87,233.87
8c5e007d7bd5693fa1386ffefbc99f6c,SP,indaiatuba,9,9.81,0.0,1029.11,378.3
2953ce3a88f5e3c3b696d77fc9e4c8eb,SP,sao paulo,14,9.79,0.2143,470.0,161.32
440dd6ab244315c632130ecfb63827b1,SP,votuporanga,90,9.79,0.1333,12862.0,2033.61
d9a84e1403de8da0c3aa531d6d108ba6,SP,sao paulo,52,9.79,0.0577,1803.39,710.57
de23c3b98a88888289c6f5cc1209054a,SP,sao paulo,158,9.79,0.1013,25575.28,2582.62
e59aa562b9f8076dd550fcddf0e73491,PR,curitiba,69,9.78,0.1014,30716.3,2160.07
45213867cefbf2cd4c6177e10216a951,SP,araras,14,9.78,0.1429,4955.42,433.74
8d956fec2e4337affcb520f56fd8cbfd,SP,sao bernardo do campo,210,9.77,0.1048,11100.09,3330.71
ba90964cff9b9e0e6f32b23b82465f7b,SP,guarulhos,38,9.76,0.0526,44212.5,1311.0
7238a95bb63ef7e498389fb863b834a1,SP,limeira,15,9.75,0.0667,2265.7,569.41
5abb8ea023c77787f2c15da891c8d384,SC,joinville,13,9.75,0.2308,2241.0,746.2
a6fe7de3d16f6149ffe280349a8535a0,SP,franca,50,9.72,0.16,2844.9,729.54
c4fabeea6e569d42d02993bb1f4f1cbc,CE,fortaleza,11,9.72,0.0909,859.3,277.22
d4910f1cdcfdabd48d6b316e395d4a23,SP,santo andre,11,9.71,0.0909,1146.88,215.04
6061155addc1e54b4cfb51c1c2a32ad8,SP,campinas,27,9.71,0.037,15614.4,861.66
b56906f7fd1696e043f1bcce164c487b,SP,echapora,40,9.71,0.05,2188.29,853.49
4a3ca9315b744ce9f8e9374361493884,SP,ibitinga,1725,9.71,0.1119,196798.09,35250.47
a938325a4b357fd23a6a4d5bb126408e,RJ,nilopolis,24,9.7,0.0417,3510.0,655.32
e24d3429d294b2eb200b064ebb035879,SP,sao paulo,19,9.69,0.0526,1878.58,372.12
8bb48dc19fccaa8613b6229bf7f452a2,SP,assis,81,9.69,0.0247,4227.15,1850.73
b8114f2f589a6804810f04f99b36b498,SP,sao bernardo do campo,8,9.69,0.0,1399.62,292.41
0b35c634521043bf4b47e21547b99ab5,PR,teixeira soares,49,9.68,0.1633,14009.25,1635.82
49383af7ab774e4e8f3000f49c83dc4b,SP,taubate,8,9.68,0.0,692.9,265.09
dfc5fb7259bb2b599ca565e6e9448f0f,SP,sao bernardo do campo,31,9.67,0.0323,5939.74,662.12
bd15ee794d5e640d9dd71b665b2ab15b,SP,ribeirao preto,12,9.67,0.1667,439.8,240.23
f326006815956455b2859abd58fe7e39,SP,fernandopolis,9,9.66,0.0,3147.16,666.02
834f8533b2ecb6598dd004ff3de7203a,SP,sao paulo,40,9.66,0.15,4260.43,910.49
c9c7905cffc4ef9ff9f113554423e671,SP,itapecerica da serra,125,9.63,0.104,10557.2,2095.28
7139dc5186aa238b006e066d8fbab2e4,SP,amparo,22,9.62,0.1364,1712.0,535.93
232a6014e7b10cba61c6c2b2ea6bb4b0,SP,cafelandia,32,9.62,0.0625,3819.97,1197.07
f84a00e60c73a49e7e851c9bdca3a5bb,RJ,rio de janeiro,88,9.62,0.1136,5972.68,2036.31
891071be6ba827b591264c90c2ae8a63,SP,sao paulo,84,9.62,0.1786,3760.35,1196.07
6860153b69cc696d5dcfe1cdaaafcf62,SP,capivari,74,9.61,0.0946,3827.63,1490.6
709e16e2b25c7474d980076c6bfc4806,SP,birigui,59,9.6,0.0339,5108.0,1222.11
2e1c9f22be269ef4643f826c9e650a52,SP,sao paulo,159,9.58,0.0692,12063.76,2292.77
bccf933e006e9b94a6184af782963e77,SP,assis,45,9.57,0.0222,4162.74,884.47
8a130737016f838139d31878787a39c9,SP,sao paulo,56,9.56,0.0714,4222.03,842.29
855668e0971d4dfd7bef1b6a4133b41b,SP,itatiba,298,9.55,0.1409,30942.22,7583.82
1025f0e2d44d7041d6cf58b6550e0bfa,SP,sao paulo,893,9.55,0.103,136342.88,33278.17
7142540dd4c91e2237acb7e911c4eba2,SP,penapolis,314,9.54,0.0828,36819.93,6814.36
004c9cd9d87a3c30c522c48c4fc07416,SP,ibitinga,155,9.53,0.0839,19451.74,3499.33
ef0ace09169ac090589d85746e3e036f,RJ,sao goncalo,126,9.49,0.0873,15898.2,2292.2
6b3bd31ad8fcda4b2635ec9f3ff2ecdf,RJ,rio de janeiro,33,9.49,0.0909,4091.35,732.33
23d7c96d4a1160db1c726b248601b25a,SP,capivari,50,9.49,0.12,10658.24,1288.93
7b07b3c7487f0ea825fc6df75abd658b,SP,sao paulo,90,9.49,0.0444,9245.47,1285.3
e1b12447a7563944843191754aeb5562,SP,guarulhos,9,9.48,0.2222,518.06,140.14
ba143b05f0110f0dc71ad71b4466ce92,SP,sao paulo,83,9.47,0.1566,6033.7,1327.45
17e34d8224d27a541263c4c64b11a56b,SP,riberao preto,247,9.47,0.085,54580.18,5135.07
715bbd5ba4e6b74cb0d2f29eb45058b0,SP,serra negra,61,9.45,0.082,4063.3,1277.57
d2e753bb80b7d4faa77483ed00edc8ca,BA,porto seguro,13,9.44,0.0769,1342.6,487.57
04e38a233f726ef161074ab1c9b0399a,SP,sao paulo,19,9.43,0.1579,991.6,355.67
729b2d09b2a0bdab221076327f13d050,SP,mineiros do tiete,48,9.42,0.0833,1805.21,934.7
ececbfcff9804a2d6b40f589df8eef2b,SP,franca,97,9.41,0.1031,6796.05,1857.39
5e105f5c9f63f5f1fd75d6cb942e55b1,SP,sao jose do rio preto,8,9.41,0.125,1471.9,273.83
c4d51195486dc781531876a7d00453d8,SP,presidente prudente,17,9.41,0.2941,11468.98,569.37
955fee9216a65b617aa5c0531780ce60,SP,sao paulo,1256,9.4,0.078,132127.8,24812.04
f5a590cf36251cf1162ea35bef76fe84,SP,sao bernardo do campo,113,9.39,0.1062,51232.78,4134.18
1bb3812d5f0747a3ab7348f199001a10,SP,sao paulo,9,9.39,0.0,834.4,215.17
54a1852d1b8f10312c55e906355666ee,SP,santa barbara d'oeste,198,9.39,0.096,17074.46,3364.64
bf84056e679dbe9c69929847a40e338f,SP,sao paulo,35,9.38,0.0857,1918.08,438.5
0176f73cc1195f367f7b32db1e5b3aa8,SP,ibitinga,36,9.36,0.1111,4642.2,1278.93
4d6d651bd7684af3fffabd5f08d12e5a,SP,jau,362,9.33,0.047,43248.28,7861.13
9596c870880d900012f2e8e6e30d06d7,MG,varginha,21,9.33,0.0476,7625.35,1746.36
c3867b4666c7d76867627c2f7fb22e21,SP,guara,225,9.32,0.12,34787.59,4722.62
15aac934c58d886785ac1b17953ea898,ES,muqui,25,9.32,0.12,4353.9,665.7
4a3ccda38b2129705f3fb522db62ca31,SP,marilia,62,9.32,0.0968,15898.29,1323.92
7d13fca15225358621be4086e1eb0964,SP,ribeirao preto,554,9.32,0.1227,113515.16,8598.54
91f0eec23d4a61d7d7caeefa3f0ad1ca,SC,tubarao,11,9.28,0.2727,2190.8,354.46
058fd0aa2bfdb2274e05e1ae971dabb6,SP,santo andre,59,9.28,0.0678,7420.4,867.13
a49928bcdf77c55c6d6e05e09a9b4ca5,SP,sao paulo,95,9.27,0.2632,8619.99,1700.77
82e0a475a88cc9595229d8029273f045,SP,sao paulo,40,9.26,0.1,10453.02,1439.18
5f3ae9136c875522250f8184f253413a,SP,sao paulo,42,9.25,0.0714,1143.05,596.72
259f7b5e6e482c230e5bfaa670b6bb8f,SP,poa,133,9.25,0.0226,8181.19,2637.13
56642bcb79900e777d68e91915cb4267,SP,sao paulo,48,9.24,0.0833,3657.64,814.15
dbd66278cbfe1aa1000f90a217ca4695,SP,sao paulo,83,9.24,0.0602,4837.9,1517.45
ffa6adafb71b807dc13159e26431354c,PR,londrina,17,9.23,0.0,2500.9,516.48
a44fb5a447105f8469bdf16bf9159f25,RS,porto alegre,19,9.22,0.2632,3706.1,586.61
ba6b4a237f92479743cf0ca06b67a9ac,RJ,rio de janeiro,8,9.22,0.125,801.89,111.82
a3f0b55de503387383c7b1de3ad7f678,PR,curitiba,23,9.21,0.0435,4258.5,1214.69
0adac9fbd9a2b63cccaac4f8756c1ca8,SP,louveira,104,9.2,0.0673,15173.35,2369.11
1b938a7ec6ac5061a66a3766e0e75f90,SP,penapolis,28,9.2,0.0357,3719.9,857.29
70a12e78e608ac31179aea7f8422044b,SP,jacarei,312,9.19,0.109,30214.3,5602.23
7040e82f899a04d1b434b795a43b4617,SP,sao paulo,205,9.19,0.0976,9278.99,3093.69
863d2ebcd347ce4922de7a0f9a5581d6,RJ,rio de janeiro,17,9.19,0.1765,1312.36,293.22
d51e0a403fe2e689ece6c73359d96e12,SP,pompeia,18,9.18,0.1111,7380.0,647.57
66e0557ecc2b4dbea057e93f215f68d8,SP,sao paulo,30,9.17,0.2667,12141.0,487.42
1e8b33f18b4f7598d87f5cbee2282cc2,SP,sao paulo,119,9.16,0.0504,16867.57,2673.62
522620dcb18a6b31cd7bdf73665113a9,PR,cascavel,171,9.16,0.1053,56631.39,4586.91
ffc470761de7d0232558ba5e786e57b7,SP,guarulhos,27,9.15,0.037,1529.13,421.09
834f3294fba9f932f56edc879193f925,SP,araraquara,66,9.13,0.0606,40047.3,4320.08
d50d79cb34e38265a8649c383dcffd48,SP,sao paulo,69,9.13,0.0725,12997.43,1914.37
e48cc16ab70bfa09e1401740dce0b3d7,SP,aracatuba,13,9.12,0.0,944.85,287.42
980640c45d7a4635885491d077167e4d,SP,rio claro,14,9.11,0.0714,1004.29,242.37
966cb4760537b1404caedd472cc610a5,SP,diadema,66,9.11,0.0303,44969.26,1463.97
2aa3443d7bf9d9bb11133f420d75e083,RJ,rio de janeiro,10,9.11,0.2,647.0,134.12
6a51fc556dab5f766ced6fbc860bc613,SP,marilia,24,9.09,0.0833,7217.87,747.14
08d2d642cf72b622b14dde1d2f5eb2f5,SP,marilia,16,9.09,0.1875,909.0,306.16
81a1104df0f08b59c68aa5b03cfe398e,PR,sao jose dos pinhais,72,9.09,0.0556,9320.98,1794.45
116ccb1a1604bc88e4d234a8c23f33de,SP,sao bernardo do campo,60,9.08,0.05,2062.09,931.2
643214e62b870443ccbe55ab29a4dccf,SP,sao paulo,65,9.08,0.1231,3229.23,891.48
59b22a78efb79a4797979612b885db36,MG,uberlandia,124,9.08,0.129,27224.5,4894.6
ec80e49e69745ab6c14f984bf2149423,SP,limeira,12,9.07,0.1667,3709.0,188.31
751bdc4d83a466c7206cd42e8f426b03,SP,ribeirao pires,49,9.07,0.0204,6415.07,1000.73
8581055ce74af1daba164fdbd55a40de,SP,guarulhos,378,9.06,0.1005,64104.61,9421.45
d05ae8f7a5bd1d2a690a44cd079e4e27,RJ,rio de janeiro,76,9.05,0.0921,13052.0,1146.77
2d2c62bef4c8ba0dd74e0e228e808539,SP,ribeirao preto,16,9.05,0.125,3749.0,481.48
c990d6cf976a5718aaedc539f383ab88,SP,paulinia,8,9.04,0.375,183.1,115.35
c12b92bf1c350f3e6bf88d3596219c86,SP,garca,17,9.04,0.0588,4849.58,473.05
c64a2aec32cc408a8a4c6d7c46017f91,RS,imbe,9,9.04,0.0,3221.5,406.67
2e1a7d075abe038c1b2743005fe42ff1,SP,sao paulo,18,9.03,0.1667,1466.79,356.62
aba1721a889e04decc910aa13b768ef4,SP,sao paulo,83,9.03,0.1084,14300.3,1281.91
47efca563408aae19bb7206c2d969ea9,PI,teresina,10,9.03,0.0,2088.0,369.27
128f9bfbe4c7d5185033914b1de3d39a,SP,atibaia,13,9.02,0.0769,1267.39,251.98
fe49ee029e61e789a1f3a5525f57ba8d,SP,osasco,16,9.01,0.0625,2473.69,217.46
d93844a9c55ba7ce353388bcf849ea56,PR,curitiba,12,8.99,0.0833,2708.5,521.02
a2b5b6105ea5942300631d2e76f4ffe0,SP,osasco,16,8.98,0.125,3286.69,722.65
013900e863eace745d3ec7614cab5b1a,PR,curitiba,23,8.98,0.0,1619.7,469.67
9f50216bfd01913736a55a11b55ea842,SP,taubate,17,8.98,0.1765,1498.49,365.94
2c4c47cb51acd5ea5db5e0ae0e26542a,SP,buritama,11,8.96,0.0,2430.9,319.87
730937bf88cb151eb2eb849f642fc213,SP,rio claro,22,8.95,0.0455,2868.1,461.31
527801b552d0077ffd170872eb49683b,SP,garca,90,8.94,0.1,17942.8,2062.56
28f10b1c5e5abb9d4857745bede6147c,SP,sao paulo,28,8.93,0.2143,835.0,350.42
f22a247b79dd22ecd91dc8e3b2a1b07c,SP,itaquaquecetuba,8,8.93,0.25,439.94,134.9
e62b2d6ac10570a035a30bafcf01d263,SP,sao paulo,60,8.93,0.1333,5258.34,1021.84
3b15288545f8928d3e65a8f949a28291,SP,ibitinga,98,8.92,0.0714,13688.75,2334.79
01c97ebb5cdac52891c0ed1c37ba0012,SP,catanduva,9,8.92,0.0,577.5,178.5
002100f778ceb8431b7a1020ff7ab48f,SP,franca,49,8.91,0.1837,1297.7,795.66
218d46b86c1881d022bce9c68a7d4b15,SP,ribeirao preto,377,8.9,0.0955,53838.5,7487.49
af4a0e4cfe1d9c26b6712b1be25a72e5,MG,mateus leme,20,8.89,0.1,9169.07,646.13
52562a9f449c3dc3d53f5f5b9ed74903,RN,parnamirim,14,8.89,0.0,3266.6,444.04
66dc1b1632bd6a3e508510c5b3492107,SP,jau,36,8.89,0.0278,3642.18,694.95
05d2173d43ea568aa0540eba70d2ca76,MG,alfenas,62,8.89,0.0645,5759.66,1679.27
4de6e4ba574aa9dfdc824bc44dc47fdd,PR,colombo,14,8.88,0.0714,451.1,253.32
cd68562d3f44870c08922d380acae552,SP,ribeirao preto,122,8.87,0.1803,18119.7,2160.16
1dfe5347016252a7884b694d4f10f5c4,SP,ibitinga,19,8.87,0.2632,1938.59,488.67
51702dc2a3e106c76dbff722b5bf0726,SP,conchal,13,8.86,0.0,2705.1,581.94
808d4348b916efa08e766ebad39f61eb,SP,sao paulo,20,8.85,0.05,712.95,268.59
921323538c9f1c4e816f2720eac02bea,SP,sao paulo,15,8.84,0.2,1401.84,240.36
cfb1a033743668a192316f3c6d1d2671,SP,votorantim,135,8.84,0.1259,13214.83,3288.66
e8f6dc8e6a1dcde89d20e3995c8d90b3,SP,sao paulo,33,8.83,0.0909,2053.94,2001.74
e24fc9fcd865784fb25705606fe3dfe7,SP,braganca paulista,51,8.83,0.0784,12768.0,1012.71
431af27f296bc6519d890aa5a05fdb11,SP,ribeirao preto,114,8.83,0.1579,12747.0,2067.73
2ff97219cb8622eaf3cd89b7d9c09824,SP,salto,87,8.83,0.0575,4418.69,1389.96
406740ee611378a662d274c7d8c43c4a,ES,vitoria,8,8.82,0.125,1790.0,182.08
282f23a9769b2690c5dda22e316f9941,MG,belo horizonte,98,8.8,0.051,6539.18,1897.06
c847e075301870dd144a116762eaff9a,MG,uberaba,41,8.79,0.0976,15248.8,1092.68
dee656f0f566ed1aa85bd137c943f08f,SP,cruzeiro,90,8.79,0.0556,6165.0,1652.04
02ecc2a19303f05e59ce133fd923fff7,SP,santo andre,21,8.79,0.0,5361.19,491.13
e5e33c0d8e7e002f398f5dc4cbbb338f,SP,bauru,26,8.79,0.1154,6494.9,745.95
989becdce12ebc39863c2bceab6f3ca1,PR,curitiba,15,8.78,0.1333,6302.9,814.52
7d76b645482be4a332374e8223836592,SP,sao paulo,172,8.78,0.1163,3913.61,2574.99
d9e8c084b68fe958861d8f2c21202e6b,SP,sao paulo,9,8.76,0.0,3050.0,181.86
57c764b4a836300be881e2ff86e449f9,SP,ribeirao preto,28,8.75,0.1429,1202.9,525.09
37515688008a7a40ac93e3b2e4ab203f,SP,dracena,223,8.75,0.1031,5941.2,3404.51
0bebbb2cea103a4a020c95d43fd7d754,SP,sao paulo,9,8.73,0.0,1367.2,147.14
b494891378bd8f4560abe576c52deacd,SP,sao paulo,19,8.73,0.0526,2839.0,295.98
e2c92f9c1c7746d899d18f2e158bbff7,SP,sao jose do rio preto,12,8.72,0.0,1641.9,314.4
f593898ec748b7a8cb81fc04edafd98a,SP,pedreira,19,8.71,0.1579,2602.94,697.78
d9bd94811c3338dceb4181f3dbc0c73e,SP,sao paulo,54,8.71,0.1111,6911.02,771.09
bd149ed516d4c5d418d5781f8e18919f,SP,guarulhos,8,8.71,0.0,414.0,141.94
8090490573c6c0aa343a7231ebcb8c86,SP,sao paulo - sp,26,8.7,0.0769,3871.12,426.91
4b9750c8ad28220fe6702d4ecb7c898f,SP,limeira,216,8.69,0.0787,15888.49,3367.57
cac4c8e7b1ca6252d8f20b2fc1a2e4af,SP,indaiatuba,71,8.68,0.2394,4061.72,1515.47
0d85bbda9889ce1f7e63778d24f346eb,MG,uberlandia,51,8.68,0.1176,4845.2,1624.5
8e8a7ce9f2f970dc00e2acf6f6e199f6,RJ,sao goncalo,63,8.67,0.0952,8821.0,1147.78
5a413ade68e8f8d93071a7f52a64cb9e,SP,sao paulo,14,8.66,0.1429,778.9,153.77
701938c450705b8ae65fc923b70f35c7,SP,s jose do rio preto,74,8.66,0.0676,11879.29,3771.6
7d456afc660226829370f3173d14520c,SP,mogi das cruzes,52,8.66,0.0577,8043.7,1392.42
5d9dc90a686a8fddacffab6bab5653a3,SP,santana de parnaiba,12,8.64,0.0833,3761.94,369.33
1430239a858e7682bbc43b20758af153,SP,sao paulo,17,8.64,0.0,633.99,254.65
165b1235e9e9942cb5fae67103576fb0,SP,ribeirao preto,11,8.63,0.0909,2085.15,404.65
6a8b085f816a1f75f92dbac6eb545f8f,SP,bebedouro,124,8.62,0.0968,5883.17,2176.27
c510bc1718f0f2961eaa42a23330681a,SP,indaiatuba,12,8.62,0.0,10141.0,710.45
ed8cb7b190ceb6067227478e48cf8dde,SP,santos,14,8.62,0.0714,508.5,236.31
76d64c4aca3a7baf218bf93ef7fa768d,PR,curitiba,63,8.62,0.0317,16701.79,3554.37
da8622b14eb17ae2831f4ac5b9dab84a,SP,piracicaba,1292,8.61,0.0774,160125.49,24744.75
e99e927c81e3f51739c94fcdfca9f10f,MG,uberlandia,21,8.61,0.1905,2849.75,649.08
9e6967d3cf386d284251784b18ccb485,SP,sao caetano do sul,9,8.6,0.1111,517.67,137.23
dd7ddc04e1b6c2c614352b383efe2d36,SP,sao paulo,119,8.6,0.1597,9637.51,2944.27
e38db885400cd35c71dfd162f2c1dbcf,DF,brasilia,30,8.6,0.1333,2066.8,670.75
e0878efa0e0b7e5313ac0b43bc04c081,PR,curitiba,26,8.58,0.1923,5025.4,517.13
903037660cf848a717166eb7a06d616e,SP,sao paulo,42,8.58,0.1429,7855.2,1062.49
aced59e9b31ef866a94f9e7f29d8d418,SP,sao paulo,58,8.57,0.0862,7155.5,1043.07
620c87c171fb2a6dd6e8bb4dec959fc6,RJ,petropolis,720,8.57,0.1,112688.59,13828.14
17f51e7198701186712e53a39c564617,SP,sao paulo,55,8.56,0.0909,46969.0,9607.7
615005a3ef192c00c6f0e977cee3d2bc,SP,itu,10,8.56,0.2,323.99,158.25
b9ca8e8baa5d4aa038394a700f63e69f,SP,sao paulo,14,8.55,0.0714,1289.77,388.18
bc302730ea8cf49b5c74f579febb5bbf,SP,campinas,11,8.54,0.0909,2640.9,289.27
8629c241b3622ac12cd4118afdc8d394,SP,ribeirao preto,13,8.54,0.0769,1167.66,334.36
8a2d12a90e92f012ce5226fc6592b653,PR,curitiba,18,8.53,0.0,1660.65,349.83
4c498c7345e89aebad651544829beca0,SP,carapicuiba,45,8.51,0.1333,4588.37,587.93
04308b1ee57b6625f47df1d56f00eedf,SC,bombinhas,92,8.5,0.1196,58991.8,2948.82
cda598c48d7c614bc1cad7d8ff6f0010,SP,mirassol,17,8.49,0.0,1288.5,317.64
b74d1c09cb380e1d03a6f859c6f4224b,RJ,rio de janeiro,28,8.48,0.1429,2179.62,801.63
70849ca4f400aaabb62cb7462a6f1428,MG,belo horizonte,12,8.48,0.1667,909.58,233.66
df0f42bc4c2142eacf0eaf2cffd0cfbb,SC,itajai,14,8.46,0.0,1717.49,316.89
6f229cc508fc6915ed5c499efd93baa4,RJ,rio de janeiro,13,8.46,0.1538,2654.8,333.88
0241d4d5d36f10f80c644447315af0bd,PR,curitiba,230,8.46,0.0609,30936.48,6864.67
788e857f317e53de488d393e65a80f45,SP,sao paulo,11,8.45,0.0,1210.0,184.95
5ab05b6d86d417796c69ffd6774ec832,SP,assis,10,8.44,0.1,1886.1,256.75
a1bea7061f61f6fdd9a85a6325ba1033,SP,carapicuiba / sao paulo,9,8.44,0.1111,810.95,99.93
63b464dbf392c7b80d12d932fa7cafed,SP,sao paulo,36,8.43,0.0556,6622.0,860.84
9dda5bbacd45e18d6485fee649205d09,MG,santa rita do sapucai,18,8.43,0.1111,2115.4,558.39
6481e96574816ead57975da2c0f6d80d,SP,sorocaba,31,8.43,0.0323,3297.9,1000.58
b4a476fbd28de64b1e347abf9089366a,SP,itapevi,29,8.42,0.1034,4469.04,780.66
c013e57c075a06e5b5c48ee03c525719,SP,sao carlos,41,8.42,0.0732,2020.85,934.7
4bfc7a4a1cf8d4d2121c27422d9e50b5,SP,sao paulo,24,8.42,0.0417,7678.6,995.44
670c26e0f1bf8d0576271d5cfaec6d2b,PR,maringa,77,8.41,0.0519,6289.1,1700.69
10ff823eda2b032e2c93d17a7d294736,SP,pederneiras,8,8.41,0.0,1144.98,147.88
d1b65fc7debc3361ea86b5f14c68d2e2,SP,mogi guacu,39,8.4,0.0513,11413.17,1410.15
9b00ed88b7fdb95d6ff76e27c1b52d16,SP,sao paulo,46,8.4,0.0652,1600.88,581.52
8602a61d680a10a82cceeeda0d99ea3d,SP,sao paulo,15,8.39,0.0667,1026.29,294.87
972d0f9cf61b499a4812cf0bfa3ad3c4,SC,brusque,81,8.39,0.1111,8366.02,2242.06
d4e12e7884759a14fa0f5f896c791cae,SP,sao paulo,29,8.39,0.069,1400.0,439.67
4200ddf1967c5e41e48db62bc6d4b5ac,SP,sao bernardo do campo,21,8.39,0.0476,721.2,417.79
db2956745b3a8e9f3785c99f34b5d25e,SP,sao sebastiao,45,8.37,0.1111,8382.9,974.81
850f4f8af5ea87287ac68de36e29107f,SP,sao paulo,185,8.37,0.0649,45388.27,3107.13
a36b125ac6d5fdbc7f50de85c9157bdc,SP,ribeirao preto,23,8.35,0.1304,1793.65,373.89
04aba03279157f6d4e0fe8ccaf21963c,RJ,santo antonio de padua,15,8.35,0.0667,2416.0,319.23
5c3460cd3e8a984382ae254e7dd20d9f,SP,sao jose do rio preto,9,8.34,0.0,775.76,198.54
5f5b43b2bffa8656e4bc6efeb13cc649,SP,sao paulo,27,8.34,0.037,3817.19,569.31
36890be00bbfc1cdb9a4a38a6af05a69,SP,osasco,13,8.33,0.2308,1361.3,239.58
093805f8f2aeb63881444571e1f48f30,SP,osasco,22,8.33,0.0455,1215.79,343.94
f46490624488d3ff7ce78613913a7711,SP,guarulhos,80,8.33,0.125,5690.95,1693.41
d4ffeb15b67e81ff9af2b4252d99fb7e,SP,atibaia,11,8.32,0.0,1400.4,324.41
e883aa812c37a7413226856f4579fe91,SP,itapevi,26,8.32,0.0385,4097.1,457.36
fd386aa7bed2af3c7035c65506c9b4a3,SP,sao paulo,65,8.32,0.1077,2093.76,956.05
d4f117125b59ce73c3302f88ee40c458,SP,sao paulo,17,8.32,0.0,783.29,215.32
25e6ffe976bd75618accfe16cefcbd0d,SP,sao paulo,105,8.31,0.0571,11584.11,1720.9
0249d282d911d23cb8b869ab49c99f53,SP,sao paulo,11,8.31,0.1818,427.6,142.43
ce7d1888639e6fb06b2749cbfdac1ff7,MG,baependi,76,8.3,0.0921,11812.79,3148.71
